timestamp,pid,name,cpu_percent,memory_percent,memory_rss,num_threads,priority,score,category
2026-06-11 18:47:49,0,System Idle Process,6924.4,4.881154861715662e-05,8192,60,,0,unknown
2026-06-11 18:47:49,4,System,0.0,0.00029286929170293976,49152,489,,0,unknown
2026-06-11 18:47:49,320,Registry,0.0,0.33799556839950107,56725504,4,,0,unknown
2026-06-11 18:47:49,512,agent-tool-host.exe,0.0,0.12283426209507464,20615168,30,,0,unknown
2026-06-11 18:47:49,904,smss.exe,0.0,0.0021233023648463134,356352,2,,0,unknown
2026-06-11 18:47:49,1084,fontdrvhost.exe,0.0,0.03263052025056921,5476352,5,,0,unknown
2026-06-11 18:47:49,1092,fontdrvhost.exe,0.0,0.0051496183791100245,864256,5,,0,unknown
2026-06-11 18:47:49,1140,WUDFHost.exe,0.0,0.015741724429033013,2641920,6,,0,unknown
2026-06-11 18:47:49,1392,RuntimeBroker.exe,0.0,0.024967107117675615,4190208,3,,0,unknown
2026-06-11 18:47:49,1628,csrss.exe,0.0,0.020281198450428577,3403776,16,,0,unknown
2026-06-11 18:47:49,1736,wininit.exe,0.0,0.011104627310403133,1863680,2,,0,unknown
2026-06-11 18:47:49,1744,csrss.exe,0.0,0.022526529686817783,3780608,18,,0,unknown
2026-06-11 18:47:49,1832,winlogon.exe,0.0,0.020452038870588624,3432448,4,,0,unknown
2026-06-11 18:47:49,1852,services.exe,0.0,0.047249579061407615,7929856,7,,0,unknown
2026-06-11 18:47:49,1868,Trae CN.exe,0.0,1.254822886075554,210595840,61,,0,unknown
2026-06-11 18:47:49,1884,lsass.exe,0.0,0.1350615550236724,22667264,20,,0,unknown
2026-06-11 18:47:49,1960,svchost.exe,0.0,0.09266872504967186,15552512,11,,0,unknown
2026-06-11 18:47:49,1964,RuntimeBroker.exe,0.0,0.1441649088407721,24195072,12,,0,unknown
2026-06-11 18:47:49,1988,msedge.exe,0.0,0.44860253756597795,75288576,28,,0,unknown
2026-06-11 18:47:49,2044,svchost.exe,0.0,0.19641767163543827,32964608,16,,0,unknown
2026-06-11 18:47:49,2160,svchost.exe,0.0,0.028823219458430985,4837376,5,,0,unknown
2026-06-11 18:47:49,2192,WUDFHost.exe,0.0,0.05034911239859706,8450048,23,,0,unknown
2026-06-11 18:47:49,2252,Steam++.exe,0.0,2.840466042903887,476712960,128,,0,unknown
2026-06-11 18:47:49,2292,dwm.exe,0.0,0.4428427748291535,74321920,136,,0,unknown
2026-06-11 18:47:49,2348,svchost.exe,0.0,0.1090449996107279,18300928,8,,0,unknown
2026-06-11 18:47:49,2356,svchost.exe,0.0,0.02574809189555012,4321280,5,,0,unknown
2026-06-11 18:47:49,2364,svchost.exe,0.0,0.021769950683251854,3653632,7,,0,unknown
2026-06-11 18:47:49,2376,svchost.exe,0.0,0.01315471235232371,2207744,3,,0,unknown
2026-06-11 18:47:49,2388,svchost.exe,0.0,0.07319291715142635,12283904,10,,0,unknown
2026-06-11 18:47:49,2576,svchost.exe,0.0,0.03321625883397508,5574656,10,,0,unknown
2026-06-11 18:47:49,2648,svchost.exe,0.0,0.02142826984293176,3596288,5,,0,unknown
2026-06-11 18:47:49,2656,svchost.exe,0.0,0.03834147143877653,6434816,2,,0,unknown
2026-06-11 18:47:49,2664,svchost.exe,0.0,0.02828629242364226,4747264,4,,0,unknown
2026-06-11 18:47:49,2684,svchost.exe,0.0,0.045443551762572816,7626752,28,,0,unknown
2026-06-11 18:47:49,2756,msedge.exe,0.0,0.25133066382973945,42180608,15,,0,unknown
2026-06-11 18:47:49,2768,Trae CN.exe,0.0,6.366587909232973,1068498944,10,,0,unknown
2026-06-11 18:47:49,2836,SecurityHealthService.exe,0.0,0.060379885639422745,10133504,13,,0,unknown
2026-06-11 18:47:49,2848,svchost.exe,0.0,0.030238754368328527,5074944,9,,0,unknown
2026-06-11 18:47:49,2956,conhost.exe,0.0,0.011739177442426169,1970176,3,,0,unknown
2026-06-11 18:47:49,2960,svchost.exe,0.0,0.0751697848704212,12615680,11,,0,unknown
2026-06-11 18:47:49,2972,svchost.exe,0.0,0.01896328663776535,3182592,3,,0,unknown
2026-06-11 18:47:49,2980,svchost.exe,0.0,0.03182512969838612,5341184,3,,0,unknown
2026-06-11 18:47:49,2988,svchost.exe,0.0,0.04363752446373802,7323648,4,,0,unknown
2026-06-11 18:47:49,2996,svchost.exe,0.0,0.11282789462855754,18935808,4,,0,unknown
2026-06-11 18:47:49,3132,svchost.exe,0.0,0.05569397697217571,9347072,6,,0,unknown
2026-06-11 18:47:49,3212,svchost.exe,0.0,0.028261886649333687,4743168,6,,0,unknown
2026-06-11 18:47:49,3228,AsusCertService.exe,0.0,0.011495119699340386,1929216,4,,0,unknown
2026-06-11 18:47:49,3468,IntelCpHDCPSvc.exe,0.0,0.011177844633328868,1875968,3,,0,unknown
2026-06-11 18:47:49,3520,Steam++.Accelerator.exe,0.0,0.7639495474071183,128212992,51,,0,unknown
2026-06-11 18:47:49,3544,svchost.exe,0.0,0.013471987418335227,2260992,3,,0,unknown
2026-06-11 18:47:49,3560,esrv.exe,0.0,0.1168060358408558,19603456,59,,0,unknown
2026-06-11 18:47:49,3568,svchost.exe,0.0,0.009445034657419808,1585152,4,,0,unknown
2026-06-11 18:47:49,3708,asus_framework.exe,0.0,0.07595076964829571,12746752,37,,0,unknown
2026-06-11 18:47:49,3760,msedgewebview2.exe,0.0,0.062137101389640376,10428416,23,,0,unknown
2026-06-11 18:47:49,3768,svchost.exe,0.0,0.062063884066714654,10416128,7,,0,unknown
2026-06-11 18:47:49,3940,powershell.exe,0.0,0.46339243679697645,77770752,9,,0,unknown
2026-06-11 18:47:49,3948,PresentMonService.exe,0.0,0.012910654609237928,2166784,11,,0,unknown
2026-06-11 18:47:49,3968,svchost.exe,0.0,0.01186120631396906,1990656,4,,0,unknown
2026-06-11 18:47:49,4044,svchost.exe,0.0,0.12295629096661753,20635648,3,,0,unknown
2026-06-11 18:47:49,4052,NVDisplay.Container.exe,0.0,0.12634869359550993,21204992,41,,0,unknown
2026-06-11 18:47:49,4084,svchost.exe,0.0,0.09842848778649635,16519168,11,,0,unknown
2026-06-11 18:47:49,4100,svchost.exe,0.0,0.03560802471621576,5976064,8,,0,unknown
2026-06-11 18:47:49,4200,MemCompression,0.0,1.720826740723548,288804864,74,,0,unknown
2026-06-11 18:47:49,4240,svchost.exe,0.0,0.011690365893809012,1961984,3,,0,unknown
2026-06-11 18:47:49,4272,svchost.exe,0.0,0.023331920239000867,3915776,8,,0,unknown
2026-06-11 18:47:49,4280,svchost.exe,0.0,0.020598473516440098,3457024,6,,0,unknown
2026-06-11 18:47:49,4360,svchost.exe,0.0,0.06782364680353913,11382784,11,,0,unknown
2026-06-11 18:47:49,4400,svchost.exe,0.0,0.026187395833104532,4395008,8,,0,unknown
2026-06-11 18:47:49,4440,svchost.exe,0.0,0.04815259271082501,8081408,5,,0,unknown
2026-06-11 18:47:49,4476,GameViewerHealthd.exe,0.0,0.026675511319276098,4476928,6,,0,unknown
2026-06-11 18:47:49,4496,svchost.exe,0.0,0.07307088827988346,12263424,14,,0,unknown
2026-06-11 18:47:49,4520,svchost.exe,0.0,0.051105691402162985,8577024,9,,0,unknown
2026-06-11 18:47:49,4544,svchost.exe,0.0,0.02145267561724034,3600384,8,,0,unknown
2026-06-11 18:47:49,4796,AsusOptimization.exe,0.0,0.019158532832233975,3215360,10,,0,unknown
2026-06-11 18:47:49,4944,spoolsv.exe,0.0,0.017669780599410698,2965504,7,,0,unknown
2026-06-11 18:47:49,5032,svchost.exe,0.0,0.06826295074109354,11456512,15,,0,unknown
2026-06-11 18:47:49,5064,Trae CN.exe,0.0,0.19285442858638582,32366592,19,,0,unknown
2026-06-11 18:47:49,5080,svchost.exe,0.0,0.022941427850063614,3850240,6,,0,unknown
2026-06-11 18:47:49,5248,unsecapp.exe,0.0,0.01950021367255407,3272704,2,,0,unknown
2026-06-11 18:47:49,5312,AsusSystemAnalysis.exe,0.0,0.06474851924065826,10866688,10,,0,unknown
2026-06-11 18:47:49,5320,svchost.exe,0.0,0.3554945085787517,59662336,13,,0,unknown
2026-06-11 18:47:49,5328,svchost.exe,0.0,0.2682926769742014,45027328,20,,0,unknown
2026-06-11 18:47:49,5340,DAX3API.exe,0.0,0.025382005280921445,4259840,11,,0,unknown
2026-06-11 18:47:49,5352,svchost.exe,0.0,0.027773771163162122,4661248,2,,0,unknown
2026-06-11 18:47:49,5368,svchost.exe,0.0,0.006858022580710506,1150976,3,,0,unknown
2026-06-11 18:47:49,5380,svchost.exe,0.0,0.01603459372073595,2691072,6,,0,unknown
2026-06-11 18:47:49,5392,MsMpEng.exe,0.0,0.7704414833732002,129302528,10,,0,unknown
2026-06-11 18:47:49,5400,svchost.exe,0.0,0.0862011948578986,14467072,12,,0,unknown
2026-06-11 18:47:49,5408,MpDefenderCoreService.exe,0.0,0.08556664472587557,14360576,9,,0,unknown
